MSE_change_made;iteration;MSE;dMSE/dC;MSE_change;a_multiplier_used;a;C;log_iteration;log_MSE;log_dMSE/dC;log_MSE_change;log_a
True;70000;0.0009966659419317647;-0.0363654623591394,-0.07907305927585044,-0.2691480319051805,-0.943860617250874,-2.0034189418783352,-15.876305166958588;0.07550288760165078;1;1e-05;-0.7940960262930089,0.1260998571581126,-0.4395651079773044,-0.10703319633134818,0.041141412757494306,0.9344550947419785;4.845098040014257;-3.0014503821963867;-1.4393108863340873,-1.101971458357951,-0.5700087915341376,-0.025092134545315732,0.3017717756146883,1.200749438122026;-1.1220364384968824;-5.0
True;70000;0.0009966659419317647;0.003159883734155251,0.08519948621465566,-0.07493185548885337,1.6857665035941654,-2.554857052261164,33.489983406483546;0.05666164706810291;1;1e-05;-0.7940960578918462,0.12609900516325045,-0.43956435865874954,-0.10705005399638412,0.041166961328016914,0.9341201949079136;4.845098040014257;-3.0014503821963867;-2.5003288966675887,-1.0695630241865008,-1.1253335131166586,0.22679742009703485,0.40736660578152817,1.524914932356994;-1.2467108053504954;-5.0
True;70000;0.0009966659419317647;-0.0165835077507449,-0.016758542022703608,-0.26228062472925756,-0.022874604128282846,-4.041266943109092,0.3869938715648017;0.07459211913034644;1;1e-05;-0.7940958920567687,0.1260991727486707,-0.43956173585250224,-0.10704982525034283,0.041207373997448005,0.934116324969198;4.845098040014257;-3.0014503821963867;-1.7803236019120259,-1.7757637672712134,-0.5812337905532342,-1.6406464131692726,0.6065175384135154,-0.41229591241432717;-1.1273070545514794;-5.0
True;70000;0.0009966659419317647;0.035950599180379954,0.04085917100588301,0.2186760932646703,0.6081688004945044,2.2405148287026053,7.513005535727286;0.08079613867614474;1;1e-05;-0.7940962515627604,0.12609876415696064,-0.4395639226134349,-0.10705590693834778,0.04118496884916098,0.9340411949138407;4.845098040014257;-3.0014503821963867;-1.4442938669343908,-1.3887104490404,-0.6601986935547247,-0.2159758632458583,0.3503478226085371,0.8758137088364205;-1.0926093940733606;-5.0
True;70000;0.0009966659419317647;-0.027827227472587982,-0.0039429872026124435,-0.18213867984988663,-0.3085496376918698,-2.5058296856971713,-6.5233183029003605;0.08864300162099467;1;1e-05;-0.7940959732904856,0.12609880358683268,-0.4395621012266364,-0.10705282144197086,0.04121002714601795,0.9341064280968697;4.845098040014257;-3.0014503821963867;-1.5555300618419565,-2.404174632473776,-0.7395978155365417,-0.5106749592107488,0.39895154986822623,0.8144685702778961;-1.0523555463276997;-5.0
True;70000;0.0009966659419317647;-0.025357319962455313,-0.013488163076268789,-0.18089261291886846,-0.7669454074299108,-1.9018939467445153,-25.622184721557407;0.09517023401156953;1;1e-05;-0.794095719717286,0.12609893846846343,-0.43956029230050725,-0.10704515198789656,0.041229046085485395,0.9343626499440852;4.845098040014257;-3.0014503821963867;-1.595896649332219,-1.8700471919263668,-0.7425791679885977,-0.11523554882253989,0.2791862961830083,1.4086161578858192;-1.021498862812021;-5.0
True;70000;0.0009966659419317647;0.013423910057453456,0.05011268809569842,-0.1841288016200559,0.24481333373449318,-5.481482118002068,-1.7759598430186432;0.11976537054747174;1;1e-05;-0.7940958539563866,0.12609843734158246,-0.439558451012491,-0.1070476001212339,0.041283860906665415,0.9343804095425154;4.845098040014257;-3.0014503821963867;-1.8721209663546563,-1.3000523006337525,-0.7348782733845143,-0.6111649320754392,0.7388980016671105,0.24943314153684867;-0.9216687374910228;-5.0
True;70000;0.0009966659419317647;-0.018267577245830027,0.01806240964144916,0.0004521385381592502,0.6755106060729378,1.5749861891298786,13.450648272276645;0.0736616690966835;1;1e-05;-0.7940956712806141,0.12609825671748606,-0.4395584555338764,-0.10705435522729463,0.04126811104477412,0.9342459030597927;4.845098040014257;-3.0014503821963867;-1.738319047531846,-1.7432243124844664,-3.3447284741720824,-0.17036782780732276,0.19727674986467852,1.128743216255734;-1.132758444709088;-5.0
True;70000;0.0009966659419317647;-0.02561445262015931,0.022896119608366666,-0.11191219523250555,0.3214979031453483,-1.0412002570488348,3.2106322180297457;0.08217403655511944;1;1e-05;-0.7940954151360878,0.12609802775628998,-0.43955733641192407,-0.10705757020632609,0.041278523047344605,0.9342137967376124;4.845098040014257;-3.0014503821963867;-1.5915149205443988,-1.64023811484225,-0.9511225851999942,-0.4928218552603634,0.017534266654713245,0.5065905594349969;-1.0852653790777722;-5.0
True;70000;0.0009966659419317647;0.0018749310518772178,-0.010318953980258875,0.09975246902318986,-0.12130787234596759,0.8353314148495454,-1.1310294487439514;0.07857050749711372;1;1e-05;-0.7940954338853984,0.12609813094582978,-0.4395583339366143,-0.10705635712760263,0.04127016973319611,0.9342251070320998;4.845098040014257;-3.0014503821963867;-2.7270146982508368,-1.9863643243779634,-1.0010763460685161,-0.9161110144221768,-0.07814118549315074,0.05347391284808636;-1.1047404416815751;-5.0
True;70000;0.0009966659419317647;-0.014696498766212561,-0.02655275967788979,-0.006324868183656474,-0.06395245570602118,0.11525054239400624,0.8882299258308182;0.09110200246126732;1;1e-05;-0.7940952869204108,0.12609839647342655,-0.43955827068793246,-0.10705571760304557,0.04126901722777217,0.9342162247328415;4.845098040014257;-3.0014503821963867;-1.8327861174712885,-1.575890335200389,-2.1989485211730386,-1.1941427744207036,-0.9383570220496407,-0.05147459886753298;-1.0404720769422506;-5.0
True;70000;0.0009966659419317647;-0.024102129432689048,-0.01756558986667102,-0.013798061342142311,-0.7526746451613886,3.072272977801404,-19.908306589935638;0.13101633382798958;1;1e-05;-0.7940950458991164,0.1260985721293252,-0.439558132707319,-0.10704819085659395,0.041238294497994155,0.9344153077987408;4.845098040014257;-3.0014503821963867;-1.6179445856404024,-1.7553372616682017,-1.8601819286389751,-0.12339271350201544,0.487459801035857,1.2990343203024448;-0.882674557404083;-5.0
True;70000;0.0009966659419317647;-0.016447352756167072,0.09065877390957548,-0.06327392657006245,2.1671966809113856,0.11140460508758793,44.86097015509973;0.11203108451488882;1;1e-05;-0.7940948814255888,0.1260976655415861,-0.4395574999680533,-0.10706986282340307,0.04123718045194328,0.9339666980971898;4.845098040014257;-3.0014503821963867;-1.7839039929058722,-1.0425901587375823,-1.1987752138291776,0.33589832689823196,-0.9530968565339982,1.6518686613211917;-0.9506614598274842;-5.0
True;70000;0.0009966659419317647;0.028524663104683184,-0.05226417531310963,0.35755555943350886,-0.7863428104989723,5.143348636503459,-14.58384768554276;0.07227599509448303;1;1e-05;-0.7940951666722199,0.12609818818333923,-0.43956107552364765,-0.10706199939529808,0.041185746965578245,0.9341125365740452;4.845098040014257;-3.0014503821963867;-1.5447794761872617,-1.2817958980336805,-0.4466564649660707,-0.10438807959590897,0.7112459635157063,1.1638721198766424;-1.1410059202582326;-5.0
True;70000;0.0009966659419317647;0.020382048765042456,-0.02939757047176163,0.12151828875471499,-0.1350718664153819,1.1954121515019813,-0.49678744460719054;0.09110453201637113;1;1e-05;-0.7940953704927075,0.12609848215904396,-0.4395622907065352,-0.10706064867663392,0.04117379284406322,0.9341175044484913;4.845098040014257;-3.0014503821963867;-1.690752163674426,-1.5316885598703727,-0.9153583549255307,-0.8694350990380288,0.07751766617344906,-0.30382938869041076;-1.0404600184084942;-5.0
True;70000;0.0009966659419317647;0.001339020499595076,0.04729346848802127,0.06326254820220832,1.3872051529063487,0.47713425176683644,27.92072442587742;0.08608437388671243;1;1e-05;-0.7940953838829125,0.12609800922435907,-0.4395629233320172,-0.10707452072816298,0.041169021501545555,0.9338382972042325;4.845098040014257;-3.0014503821963867;-2.8732127741508933,-1.3251988337965976,-1.1988533187770882,0.14214069336356283,-0.3213594058695052,1.4459266822204506;-1.065075674918795;-5.0
True;70000;0.0009966659419317647;0.035033419804606065,0.07797772371938233,0.7396315689229274,0.9832286091279728,15.594678324340869,13.884822987535948;0.14282296826081922;1;1e-05;-0.7940957342171105,0.12609722944712187,-0.43957031964770643,-0.10708435301425426,0.041013074718302144,0.9336994489743572;4.845098040014257;-3.0014503821963867;-1.4555174667423172,-1.1080294466363678,-0.1309845605788008,-0.007345493215941105,1.1929764208754936,1.1425403474621214;-0.8452019453132106;-5.0
True;70000;0.0009966659419317647;-0.012059668437169395,-0.02069616767448272,-0.040234872302233944,0.5087189808783675,-0.25339901397750103,14.522192397500234;0.05063243226440116;1;1e-05;-0.7940956136204261,0.1260974364087986,-0.4395699172989834,-0.10708944020406304,0.04101560870844192,0.9335542270503822;4.845098040014257;-3.0014503821963867;-1.9186646323191838,-1.6841100657464987,-1.39539737270221,-0.29352205804988857,-0.5961950793695604,1.1620321862167409;-1.2955712096142258;-5.0
True;70000;0.0009966659419317647;0.004649383305417003,-0.027019439994295624,0.17435030942299967,-0.3786040618310101,3.0407123484599707,-5.9901413434628195;0.06035930775737743;1;1e-05;-0.7940956601142591,0.12609770660319855,-0.43957166080207766,-0.10708565416344473,0.04098520158495732,0.9336141284638168;4.845098040014257;-3.0014503821963867;-2.3326046481457303,-1.5683236564208567,-0.7585772775361717,-0.42181473104488076,0.4829753378076187,0.7774370701291666;-1.2192557496597856;-5.0
True;70000;0.0009966659419317647;0.002036323248381784,0.06459066197194256,-0.12535581277682412,0.059814433786191334,-3.067495802694552,-7.514365251169347;0.07982965457236317;1;1e-05;-0.7940956804774916,0.12609706069657883,-0.4395704072439499,-0.1070862523077826,0.04101587654298426,0.9336892721163285;4.845098040014257;-3.0014503821963867;-2.691153280438686,-1.1898302644692575,-0.9018555229074517,-1.22319400401645,0.4867839771470966,0.8758923010164407;-1.0978357499427924;-5.0
True;70000;0.0009966659419317647;0.0021709021639164127,-0.0073499821232901885,0.18876279772886762,-0.25198822109147156,3.345328990616191,-4.938039012957939;0.07835046830643168;1;1e-05;-0.7940957021865133,0.12609713419640006,-0.4395722948719272,-0.10708373242557169,0.0409824232530781,0.933738652506458;4.845098040014257;-3.0014503821963867;-2.66335974846113,-2.133713717210481,-0.7240835944292963,-0.5986197593554972,0.5244388341467101,0.6935545167513257;-1.1059584033780165;-5.0
True;70000;0.0009966659419317647;-0.03430648406561106,-0.003845166381088623,-0.27811558396423736,-0.2414727687834622,-3.1689193954949704,-5.898579432159749;0.08206906244070979;1;1e-05;-0.7940953591216726,0.12609717264806386,-0.4395695137160876,-0.10708131769788386,0.04101411244703305,0.9337976383007797;4.845098040014257;-3.0014503821963867;-1.464623788768272,-2.4150848634502373,-0.5557746751414119,-0.6171318381376892,0.5009111926339881,0.7707474321407357;-1.0858205279408573;-5.0
True;70000;0.0009966659419317647;-0.00016100152994654837,0.0926199575038487,0.24967023567963076,1.2382841060554786,4.1338113663293665,17.113433731220308;0.08463870982290134;1;1e-05;-0.7940953575116573,0.12609624644848882,-0.4395720104184444,-0.10709370053894442,0.04097277433336975,0.9336265039634675;4.845098040014257;-3.0014503821963867;-3.7931699969856254,-1.0332954226063042,-0.6026332287763073,0.09282029859086156,0.6163506550606527,1.2333371574607412;-1.0724309653592812;-5.0
True;70000;0.0009966659419317647;0.03149403806433058,-0.11978566832216139,0.45083398722338475,-1.1196498940971673,7.873315620252765,-8.960910392887907;0.10228860850994408;1;1e-05;-0.7940956724520379,0.12609744430517206,-0.43957651875831666,-0.10708250404000344,0.040894041177167224,0.9337161130673963;4.845098040014257;-3.0014503821963867;-1.501771651950815,-0.9215951397174099,-0.3459833510394617,0.049082243356351134,0.8961576615000264,0.9523521344972206;-0.9901727293058308;-5.0
True;70000;0.0009966659419317647;0.026193231754575386,0.050710757110657464,-0.13151447577236097,0.8083858330408633,-3.6356559373657014,17.48076305174579;0.11202339529098512;1;1e-05;-0.7940959343843554,0.12609693719760096,-0.43957520361355895,-0.10709058789833385,0.040930397736540884,0.9335413054368789;4.845098040014257;-3.0014503821963867;-1.5818109144579091,-1.294899905395212,-0.8810264418354066,-0.09238130609944828,0.5605827767573766,1.242560386074687;-0.9506912685375416;-5.0
True;70000;0.0009966659419317647;-0.01499488787224617,0.027510961808623693,-0.02657505777779207,0.08278782104275015,-0.6368443751995124,-0.555740229318431;0.0750470584445835;1;1e-05;-0.7940957844354767,0.12609666208798287,-0.4395749378629812,-0.10709141577654428,0.04093676618029288,0.933546862839172;4.845098040014257;-3.0014503821963867;-1.8240567774300844,-1.5604942260088588,-1.5755257825883346,-1.0820335477919587,-0.1959666826560114,-0.2551281640592761;-1.124666325756778;-5.0
True;70000;0.0009966659419317647;0.00279535507809494,0.04706555960575018,0.007998130487269961,0.48168160868790594,-0.2625330143850916,4.446143982964198;0.05615098398882301;1;1e-05;-0.7940958123890275,0.12609619143238682,-0.43957501784428604,-0.10709623259263117,0.040939391510436726,0.9335024013993424;4.845098040014257;-3.0014503821963867;-2.553563018309669,-1.327296773218501,-2.0970115147512565,-0.3172399353709259,-0.5808160748724704,0.6479835226891826;-1.2506426287672303;-5.0
True;70000;0.0009966659419317647;-0.02089914018556988,-0.016956463725929627,-0.18955458971030703,-0.6498959691475412,-3.5389071185642296,-15.836027122608252;0.10245597516269735;1;1e-05;-0.7940956033976256,0.12609636099702407,-0.43957312229838896,-0.1070897336329397,0.04097478058162237,0.9336607616705684;4.845098040014257;-3.0014503821963867;-1.6798715808910354,-1.7706647148415808,-0.7222656954806074,-0.18715615665103766,0.5488691643825355,1.1996462369036711;-0.9894627087657855;-5.0
True;70000;0.0009966659419317647;0.01425013052745073,-0.041974236215366466,0.06722287762898431,-0.6280829867226507,-0.16852360257680246,-12.200782532822359;0.05634016317102013;1;1e-05;-0.794095745898931,0.1260967807393862,-0.4395737945271653,-0.10708345280307247,0.04097646581764814,0.9337827694958967;4.845098040014257;-3.0014503821963867;-1.8461811576139293,-1.3770171977621506,-1.1724829005002886,-0.20198297044331287,-0.7733392654097603,1.0863876863130923;-1.2491818995552324;-5.0
True;70000;0.0009966659419317647;0.006689702616669107,-0.021223941092552486,0.013374564897750076,0.2815383442259129,-2.5742565941179096,16.728110354301865;0.08944275855376994;1;1e-05;-0.7940958127959571,0.12609699297879715,-0.4395739282728143,-0.10708626818651472,0.04100220838358932,0.9336154883923536;4.845098040014257;-3.0014503821963867;-2.17459318788393,-1.6731739684165536,-1.8737203375743858,-0.5504624478759892,0.41065183388749776,1.2234468848327067;-1.0484548149338857;-5.0
True;70000;0.0009966659419317647;-0.013959554367224682,0.04726214054797473,-0.21335519167853817,0.5782267081481283,-7.192114712968946,6.5697213716027685;0.1139360418398298;1;1e-05;-0.7940956732004134,0.12609652035739166,-0.43957179472089747,-0.1070920504535962,0.04107412953071901,0.9335497911786376;4.845098040014257;-3.0014503821963867;-1.8551284455340884,-1.3254866126418328,-0.6708967847713523,-0.23790185224774124,0.8568566057012722,0.8175469510907714;-0.9433388720917258;-5.0
True;70000;0.0009966659419317647;-0.005029038826442961,-0.07980293586164845,-0.16098926663619692,-1.9708517845206484,-2.939015560159057,-42.17690112268529;0.06897747137531934;1;1e-05;-0.7940956229100251,0.12609731838675028,-0.4395701848282311,-0.10707234193575099,0.0411035196863206,0.9339715601898644;4.845098040014257;-3.0014503821963867;-2.2985150114172836,-1.0979811311422552,-0.7932030779809492,0.2946539649262437,0.4682018853830335,1.625074667514473;-1.1612927303495222;-5.0
True;70000;0.0009966659419317647;0.0038524423649757655,-0.015374228833419499,0.07015158406269373,-0.39667086027605786,1.1298177884744207,-8.35126927839985;0.06434456561750959;1;1e-05;-0.7940956614344488,0.12609747212903863,-0.43957088634407177,-0.10706837522714824,0.04109222150843586,0.9340550728826483;4.845098040014257;-3.0014503821963867;-2.4142638498866944,-1.813206659083601,-1.1539625179083273,-0.4015697019360629,0.0530084082259991,0.9217524873054493;-1.1914881266460027;-5.0
True;70000;0.0009966659419317647;0.016102396701550926,0.009720997163076776,0.4500626807925228,1.0035582927572118,9.170299793796483,28.575042115202436;0.14250751796024042;1;1e-05;-0.7940958224584158,0.126097374919067,-0.43957538697087967,-0.10707841081007581,0.041000518510497894,0.9337693224614964;4.845098040014257;-3.0014503821963867;-1.7931094782046746,-2.012289183611828,-0.34672699727663325,0.0015426040158489577,0.9623835337794301,1.455986879150838;-0.8461622239184634;-5.0
True;70000;0.0009966659419317647;0.0042156960136972765,-0.047693086206135174,-0.2297576351222177,-1.8296005597230323,-7.997036305956769,-46.99504308447893;0.0856604112449027;1;1e-05;-0.794095864615376,0.12609785184992905,-0.43957308939452844,-0.10706011480447858,0.04108048887355746,0.9342392728923411;4.845098040014257;-3.0014503821963867;-2.3751307128651447,-1.3215445735835862,-0.6387300475747056,0.2623562844608407,0.9029290676867506,1.6720520520934217;-1.0672198449410462;-5.0
True;70000;0.0009966659419317647;-0.02505608466377045,0.050525029734744716,-0.38347458384395033,1.546960175632516,-8.77736284107829,39.96690554467917;0.04538708537089859;1;1e-05;-0.7940956140545293,0.1260973465996317,-0.43956925464869,-0.10707558440623491,0.04116826250196824,0.9338396038368943;4.845098040014257;-3.0014503821963867;-1.601086792151437,-1.2964934222237074,-0.41626341518856014,0.1894791335276376,0.9433640517143466,1.6017005241196194;-1.3430677055139901;-5.0
True;70000;0.0009966659419317647;0.03384149164410281,0.00477616188329747,0.20082942998079095,0.2823547506758271,1.9629811409269424,5.56044893084679;0.13721898750867215;1;1e-05;-0.7940959524694458,0.12609729883801288,-0.4395712629429898,-0.10707840795374167,0.041148632690558976,0.9337839993475859;4.845098040014257;-3.0014503821963867;-1.4705505026505774,-2.3209209616459967,-0.697172644406918,-0.5492049007730729,0.2929161271951633,0.7451098563875946;-0.8625857895061749;-5.0
True;70000;0.0009966659419317647;-0.00549626715540414,-0.014340524300188838,-0.17441770116325778,0.11815353952871967,-4.966743058793481,8.946548288782274;0.07715710565873628;1;1e-05;-0.7940958975067742,0.1260974422432559,-0.43956951876597816,-0.10707958948913696,0.04119830012114691,0.9336945338646981;4.845098040014257;-3.0014503821963867;-2.259932165814225,-1.8434349702500619,-0.7584094418379663,-0.9275532636654139,0.6960716935095232,0.9516555103687121;-1.1126240721118195;-5.0
True;70000;0.0009966659419317647;-0.009221063574687162,0.07433978324390608,0.045343305020796726,0.801002498404153,0.7016544257356339,11.126270580949665;0.07587015625702903;1;1e-05;-0.7940958052961384,0.12609669884542346,-0.4395699721990284,-0.107087599514121,0.04119128357688956,0.9335832711588886;4.845098040014257;-3.0014503821963867;-2.035218983720966,-1.1287787095318285,-1.3434868278358194,-0.0963661293072167,-0.15387673110166616,1.0463496173866216;-1.1199290214915465;-5.0
True;70000;0.0009966659419317647;0.012556635129197203,-0.02349043152718922,0.07852925765885264,-0.18423459392644456,0.5408900536083673,-2.980318985821211;0.07366430580777514;1;1e-05;-0.7940959308624898,0.12609693374973874,-0.43957075749160496,-0.10708575716818174,0.04118587467635348,0.9336130743487469;4.845098040014257;-3.0014503821963867;-1.9011267252968165,-1.6291090050122763,-1.1049685079365452,-0.7346288185433922,-0.26689100469718074,0.47426274943464597;-1.1327428994655784;-5.0
True;70000;0.0009966659419317647;-0.01688728239883862,-0.10083932672387619,-0.28723042384369973,-1.4535976618231952,-2.9173035079824268,-22.111806829888607;0.10739066367374762;1;1e-05;-0.7940957619896658,0.126097942143006,-0.4395678851873665,-0.10707122119156351,0.0412150477114333,0.9338341924170457;4.845098040014257;-3.0014503821963867;-1.7724402340375667,-0.9963700626493155,-0.5417695609212148,0.16244421571845563,0.46498161423831774,1.3446242316872352;-0.9690334736757732;-5.0
True;70000;0.0009966659419317647;0.011549335233666098,0.023083025239910723,0.07807412767920612,-0.11407449865298769,1.9366040617368532,-6.1393234978293;0.06291144739633893;1;1e-05;-0.7940958774830181,0.12609771131275357,-0.4395686659286433,-0.10707008044657698,0.04119568167081593,0.933895585652024;4.845098040014257;-3.0014503821963867;-1.937443012538863,-1.6367072735535573,-1.107492859434922,-0.942811431235726,0.2870408383858019,0.7881205181531623;-1.2012703229375172;-5.0
True;70000;0.0009966659419317647;-0.0362552268128862,0.017595511968267724,-0.22323118803987682,0.530650764773029,-2.4686852272029327,8.719554756028558;0.07977756428171907;1;1e-05;-0.79409551493075,0.1260975353576339,-0.4395664336167629,-0.10707538695422471,0.041220368523087955,0.9338083901044637;4.845098040014257;-3.0014503821963867;-1.4406293735796478,-1.7545980921843554,-0.6512451294146031,-0.2751912055293209,0.39246571820096343,0.940494309251749;-1.0981192274290001;-5.0
True;70000;0.0009966659419317647;0.005929599898877998,0.07980096358258174,0.2999646230397288,1.7810391129697405,7.080855229908025,42.17571401108086;0.057214215436370036;1;1e-05;-0.794095574226749,0.1260967373479981,-0.4395694332629933,-0.1070931973453544,0.041149559970788875,0.9333866329643529;4.845098040014257;-3.0014503821963867;-2.2269746097675522,-1.0979918645882234,-0.5229299616956397,0.2506734570041807,0.8500857152037024,1.6250624436843422;-1.24249605305045;-5.0
True;70000;0.0009966659419317647;-0.02223967837029228,0.021243863972299763,-0.2789654710185383,0.32884319997012595,-3.561515901772275,4.718436878370292;0.08116230024975013;1;1e-05;-0.7940953518299654,0.12609652490935835,-0.4395666436082831,-0.1070964857773541,0.0411851751298066,0.9333394485955692;4.845098040014257;-3.0014503821963867;-1.6528714978011902,-1.6727664880977853,-0.5544495482465684,-0.4830111343307554,0.5516348877614624,0.6737981495808429;-1.0906456529691864;-5.0
True;70000;0.0009966659419317647;-0.013237850974197057,-0.0013997710463945978,-0.0926853753779747,0.0969330796655969,-0.9974476302814341,1.96763221693257;0.0440918750836951;1;1e-05;-0.7940952194514557,0.12609653890706882,-0.4395657167545293,-0.10709745510815076,0.04119514960610941,0.9333197722733998;4.845098040014257;-3.0014503821963867;-1.8781825123132463,-2.8539429939066903,-1.0329887868231977,-1.013527989052356,-0.00110989712176631,0.29394392484556403;-1.35564143165256;-5.0
True;70000;0.0009966659419317647;-0.03000332989126402,0.017696454555370528,-0.4520511380896571,0.05484157959907691,-7.503856288147674,-0.40210362916896286;0.05865595644589665;1;1e-05;-0.7940949194181568,0.12609636194252327,-0.43956119624314843,-0.10709800352394674,0.04127018816899089,0.9333237933096915;4.845098040014257;-3.0014503821963867;-1.5228305428420594,-1.7521137348400349,-0.34481243303393966,-1.2608900447416962,0.8752845079586804,-0.39566200717328437;-1.231687879196631;-5.0
True;70000;0.0009966659419317647;0.01179945619701139,-0.03475167957081469,0.05984320931880856,-1.2092966844530608,3.215360497694573,-26.482086938023482;0.08507207659708364;1;1e-05;-0.7940950374127188,0.12609670945931897,-0.43956179467524165,-0.10708591055710222,0.041238034564013946,0.9335886141790718;4.845098040014257;-3.0014503821963867;-1.9281380076158514,-1.4590242008376189,-1.2229851238321823,0.08253286216262173,0.5072296719359786,1.4229522069743903;-1.0702129660002302;-5.0
True;70000;0.0009966659419317647;-0.023801753335353552,0.015143803705241607,-0.26470187973403114,-0.19827992990740406,-3.196537962232649,-5.193615836568124;0.06399232191566155;1;1e-05;-0.7940947993951855,0.12609655802128192,-0.4395591476564443,-0.10708392775780315,0.041269999943636275,0.9336405503374374;4.845098040014257;-3.0014503821963867;-1.6233910498417234,-1.8197650283550693,-0.5772429746215133,-0.7027212432913623,0.504679866501859,0.7154698224151733;-1.1938721314801573;-5.0
True;70000;0.0009966659419317647;0.019630046225693098,-0.018272083669873908,0.6181978007599124,-0.20727471236622236,11.77132986557904,-8.218297554867567;0.11665060370401006;1;1e-05;-0.7940949956956477,0.12609674074211863,-0.43956532963445194,-0.10708185501067949,0.04115228664498048,0.933722733312986;4.845098040014257;-3.0014503821963867;-1.7070786777031117,-1.7382119247476575,-0.20887254427357663,-0.6834536788502057,1.0708255300190412,0.9147818614449093;-0.9331130092522103;-5.0
True;70000;0.0009966659419317647;-0.02338086093113838,0.0904686796488301,-0.40504828258056,1.5524934116307256,-7.1211426288847,32.07685708693879;0.11428352111676861;1;1e-05;-0.7940947618870383,0.12609583605532215,-0.4395612791516261,-0.10709737994479579,0.04122349807126933,0.9334019647421167;4.845098040014257;-3.0014503821963867;-1.6311395012683285,-1.0435017479767883,-0.39249320491250606,0.191029765822214,0.852549684311753,1.5061918092172764;-0.9420163873125281;-5.0
True;70000;0.0009966659419317647;0.022714621748055625,-0.06981418810235981,0.01959600566006882,-0.0059133537698501295,-1.6004489882134025,8.992202309403616;0.11452568149077627;1;1e-05;-0.7940949890332558,0.12609653419720318,-0.43956147511168275,-0.10709732081125808,0.04123950256115146,0.9333120427190227;4.845098040014257;-3.0014503821963867;-1.643694490815015,-1.1560563082020723,-1.7078324437749894,-2.2281661383021167,0.20424183624929101,0.9538660692291283;-0.9410971152532277;-5.0
True;70000;0.0009966659419317647;-0.02204012989808045,0.04537076906160902,-0.08292470385700879,0.18251511453063948,-0.509942420761596,0.8888573201047862;0.065499920694919;1;1e-05;-0.7940947686319568,0.12609608048951257,-0.43956064586464416,-0.10709914596240339,0.04124460198535908,0.9333031541458217;4.845098040014257;-3.0014503821963867;-1.6567858502080337,-1.3432238591209729,-1.0813160707701515,-0.7387011647118973,-0.2924788587201643,-0.05116794663860527;-1.1837592258369178;-5.0
True;70000;0.0009966659419317647;-0.018139521222236662,-0.08165354984852559,-0.18565390847801247,-0.9559269829357686,-3.4278232008605047,-16.02035089337507;0.08153975521616726;1;1e-05;-0.7940945872367446,0.12609689702501106,-0.43955878932555936,-0.10708958669257403,0.04127888021736768,0.9334633576547554;4.845098040014257;-3.0014503821963867;-1.7413741799707818,-1.088024929774663,-0.7312959033590948,-0.019575279396645703,0.5350184139306251,1.2046720241943867;-1.088630596641863;-5.0
True;70000;0.0009966659419317647;0.022454010730699504,-0.024007798327148767,0.07996161677542354,-0.18709533769087303,0.6657605030280712,-2.8222922802922223;0.08800174097287614;1;1e-05;-0.7940948117768519,0.12609713710299433,-0.43955958894172714,-0.10708771573919712,0.0412722226123374,0.9334915805775583;4.845098040014257;-3.0014503821963867;-1.6487060741422375,-1.619647665774403,-1.097118433293962,-0.7279370347359878,-0.17668197341150849,0.45060198785384975;-1.0555087359471707;-5.0
True;70000;0.0009966659419317647;0.00963298416926544,-0.04866549127616378,0.14458301839970966,-0.9809742670551527,2.2585557316781992,-17.875014563266465;0.09067824088521562;1;1e-05;-0.7940949081066936,0.1260976237579071,-0.43956103477191116,-0.10707790599652657,0.04124963705502062,0.9336703307231909;4.845098040014257;-3.0014503821963867;-2.016239153427768,-1.312778888081265,-0.8398827129086324,-0.008342384895820459,0.35383081159507984,1.2522464043049328;-1.0424969135703792;-5.0
True;70000;0.0009966659419317647;0.01046550210177497,-0.05153855253424,0.294214647948884,-1.861536263967746,5.756262693392001,-45.71873055440467;0.13529212639218582;1;1e-05;-0.7940950127617146,0.12609813914343243,-0.43956397691839066,-0.10705929063388689,0.0411920744280867,0.934127518028735;4.845098040014257;-3.0014503821963867;-1.980239930746296,-1.2878677828208096,-0.5313357090217804,0.2698715009829258,0.7601406052241423,1.6600941630865194;-0.8687274773412231;-5.0
True;70000;0.0009966659419317647;-0.03361464327122121,0.010822419140059276,-0.2140904096439936,0.29509167643325174,-3.1226260950649554,6.696358937905999;0.0791440888403259;1;1e-05;-0.7940946766152819,0.12609803091924102,-0.4395618360142942,-0.10706224155065122,0.04122330068903735,0.9340605544393559;4.845098040014257;-3.0014503821963867;-1.4734714932494246,-1.9656756503433805,-0.6694027868483914,-0.5300430403478548,0.4945199846875527,0.8258387246408163;-1.101581516428857;-5.0
True;70000;0.0009966659419317647;-0.01231759437075711,0.005054026205471951,-0.1386778506050985,-0.14847331616263507,-2.78475937596557,-2.5708022224207605;0.0889768176395815;1;1e-05;-0.7940945534393382,0.12609798037897896,-0.4395604492357882,-0.1070607568174896,0.04125114828279701,0.9340862624615801;4.845098040014257;-3.0014503821963867;-1.9094741017104866,-2.296362510563639,-0.8579928981778787,-0.8283515913610787,0.44478767484005294,0.4100686666797252;-1.050723131362584;-5.0
